R hor pupil dist,R ver pupil dist,L hor pupil dist,L ver pupil dist,R eye height,L eye height,R iris cam dist,L iris cam dist,x head angle,y head angle,z head angle,Mouse x,Mouse y
-33.3,-2.0,21.9,3.1,21.741811561584473,20.963909530639647,0.05754668330828263,0.05635414115378383,-2.7562590041192108,13.399288773423141,0.10170049393693695,55.7,8.8
-33.4,-2.0,21.8,3.1,21.75026168823242,21.11676139831543,0.0574342676791725,0.05623796932256002,-2.7751835894412227,13.425823763486227,0.10172219998082363,57.7,8.7
-33.5,-2.0,21.7,3.1,21.839462280273438,21.173830604553224,0.0574342676791725,0.05600457732205048,-2.804892336286816,13.44821114837104,0.10056831649476257,59.7,8.5
-33.5,-2.0,21.6,3.1,21.946551704406737,21.157034492492677,0.057444042951269036,0.05622789572080076,-2.8451160757553007,13.47450661808242,0.10008655656620533,61.7,8.3
-33.3,-2.1,21.6,3.1,22.134875869750978,21.309886360168456,0.05767914799872027,0.05589098632254776,-2.8797704758144325,13.48069388676588,0.09923698533139211,63.9,8.1
-33.2,-2.1,21.6,3.2,22.134875869750978,21.309886360168456,0.05767914799872027,0.05577481449132395,-2.902376057643346,13.5099594087225,0.09718504322687332,66.2,7.9
-33.1,-2.1,21.7,3.2,22.099049758911132,21.26504783630371,0.05767914799872027,0.05601676707573102,-2.935596736412821,13.52874599639853,0.09505761570888481,68.6,7.7
-33.1,-2.1,21.6,3.2,22.009112548828124,21.28184394836426,0.057444567955922655,0.05611172388957695,-2.9723759219807038,13.563320033567853,0.09474708635968007,71.1,7.5
-33.1,-2.1,21.6,3.1,22.08037586212158,21.15732650756836,0.05767967300337388,0.05601338258587198,-3.0139508843938114,13.561383221071296,0.09404855141469151,73.4,7.3
-33.1,-2.1,21.6,3.2,22.162575340270998,21.15732650756836,0.05780694139654792,0.055771430001464915,-3.0740746336346305,13.568694568830622,0.09432431278650902,75.5,7.2
-33.1,-2.1,21.6,3.3,22.162575340270998,21.100257301330565,0.05780694139654792,0.055673088697759957,-3.1273127234188998,13.579471498682176,0.09389413132831245,77.4,7.1
-32.9,-2.1,21.7,3.4,22.261214637756346,21.087678527832033,0.057797166124451384,0.055673088697759957,-3.1638622865953927,13.562411501692585,0.0923770677825599,79.2,7.0
-32.7,-2.1,21.8,3.5,22.297835540771484,21.18346118927002,0.05768932947017419,0.055457539948588874,-3.1728411066541353,13.530018380092017,0.09015327909184005,80.7,7.0
-32.6,-2.1,21.9,3.6,22.297835540771484,21.26733531951904,0.057463145737527074,0.05523422154983859,-3.1515154540455232,13.50471084655812,0.08837751636984292,82.0,7.0
-32.6,-2.0,21.9,3.6,22.2081506729126,21.26733531951904,0.05722804069007585,0.05542751966738949,-3.1394504511325594,13.486411390004454,0.08652210532107893,83.4,7.0
-32.5,-2.0,21.9,3.5,22.272324562072754,21.28850440979004,0.05722804069007585,0.05554811160271463,-3.128512112217344,13.455962589672248,0.08520944419570434,85.1,7.0
-32.5,-2.1,21.9,3.5,22.40679016113281,21.41023197174072,0.05722804069007585,0.05530615901830758,-3.125522536028783,13.426176062094603,0.08455401213740417,86.8,7.1
-32.4,-2.2,22.0,3.5,22.587629127502442,21.393435859680174,0.05722804069007585,0.05532336965997037,-3.1016871556221437,13.411292918589675,0.08336514882088779,88.4,7.2
-32.4,-2.2,22.0,3.5,22.623455238342284,21.40537452697754,0.05699293564262463,0.05532336965997037,-3.072104343965061,13.407905015052057,0.0813362771635148,90.5,7.3
-32.3,-2.3,22.1,3.4,22.70406894683838,21.445647621154784,0.056757830595173406,0.05532336965997037,-3.041848770070215,13.387353067797008,0.0801650554721424,92.9,7.4
-32.3,-2.4,22.1,3.3,22.868242835998537,21.485920715332032,0.05687544252154712,0.05543954149119418,-2.995773443321805,13.343827493797273,0.0784066745054128,95.5,7.5
-32.4,-2.5,22.2,3.3,22.932416725158692,21.335697364807128,0.05676760586726994,0.05545675213285697,-2.990750517637596,13.31716108096441,0.07772045958951926,98.3,7.6
-32.5,-2.6,22.3,3.3,22.99443531036377,21.323118591308592,0.05688521779364366,0.05545675213285697,-2.9909658995068917,13.309686109065623,0.07787846860787365,101.3,7.7
-32.5,-2.7,22.3,3.3,23.058609199523925,21.33924446105957,0.056993789599917036,0.055338077978627956,-2.983241811467491,13.310312038604618,0.07678692370657045,104.5,7.8
-32.6,-2.8,22.3,3.3,23.15724868774414,21.226665687561034,0.057111401526290774,0.055144779861077055,-2.974123747464371,13.311223566733315,0.07631890878862992,107.5,7.9
-32.6,-2.8,22.4,3.4,23.25724868774414,21.326665687561036,0.05722901345266449,0.054929231111905966,-2.992781546246669,13.3158044001168,0.07722196659494263,110.2,8.0
-32.6,-2.7,22.4,3.5,23.25724868774414,21.349776649475096,0.057111401526290774,0.05483427429806002,-2.9865692356501334,13.32770473164194,0.07688021184579012,112.7,8.0
-32.6,-2.6,22.5,3.5,23.175049018859863,21.462355422973634,0.056993789599917036,0.0547221068425513,-3.0327195622277734,13.317278714042345,0.07750040231504095,115.2,8.0
-32.6,-2.6,22.6,3.5,23.220723724365236,21.51710624694824,0.05678073834267903,0.054627150028705364,-3.0431520446898945,13.306904063248293,0.07765633146602186,117.5,8.0
-32.6,-2.5,22.6,3.6,23.220723724365236,21.617106246948243,0.05678073834267903,0.05453219321485943,-3.0623872253283007,13.312198111571371,0.07758545792591434,119.7,8.0
-32.5,-2.5,22.6,3.6,23.155189323425294,21.67185707092285,0.056554554610031914,0.05432106456978969,-3.076783906465381,13.316483398269748,0.07835579263038031,121.9,8.0
-32.5,-2.5,22.6,3.6,23.189654922485353,21.93044204711914,0.056445982803758545,0.054208897114280966,-3.0734835419765623,13.30958364011181,0.07846800125102452,124.2,8.0
-32.4,-2.5,22.6,3.5,23.189654922485353,21.88519287109375,0.05621979907111143,0.054208897114280966,-3.0542150184042285,13.309306068602865,0.07934591879132598,126.7,7.9
-32.4,-2.4,22.7,3.5,23.22412052154541,21.764023780822754,0.05611122726483804,0.05423261445466404,-3.0719517001580776,13.289999315408448,0.08033620477882526,129.2,7.8
-32.3,-2.3,22.8,3.5,23.125481033325194,21.876602554321288,0.05599361533846432,0.05423261445466404,-3.0701076492718338,13.27716808100106,0.08108007015158943,131.5,7.7
-32.3,-2.3,22.8,3.4,23.125481033325194,21.831353378295898,0.05576743160581721,0.05423261445466404,-3.037585475009368,13.255618748708718,0.08084093567788087,133.5,7.6
-32.3,-2.3,22.9,3.3,23.22412052154541,21.786104202270508,0.0555543803485792,0.05423261445466404,-3.039046601910026,13.238883559405725,0.08101709153013117,135.3,7.5
-32.3,-2.3,22.9,3.3,23.322760009765624,21.85387592315674,0.0555543803485792,0.05423261445466404,-3.008060133180931,13.220341954011298,0.0799282111202205,136.9,7.4
-32.2,-2.3,22.9,3.3,23.37572479248047,21.911703872680665,0.05576743160581721,0.05423261445466404,-2.991364934253891,13.200384711286777,0.07996383800769032,138.2,7.3
-32.2,-2.3,22.9,3.2,23.47572479248047,21.866454696655275,0.05576743160581721,0.05423261445466404,-2.9657309417829767,13.167705590607667,0.07918627213909893,139.8,7.2
-32.2,-2.2,23.0,3.2,23.54125919342041,21.866454696655275,0.05587600341209058,0.05423261445466404,-2.953817346548006,13.161693748762227,0.07808239907641815,141.5,7.1
-32.1,-2.1,23.0,3.1,23.60679359436035,21.712843894958496,0.055984575218363974,0.05423261445466404,-2.939464288484242,13.14814750799303,0.07701883237414602,143.1,7.0
-32.1,-2.0,23.0,3.1,23.60679359436035,21.838443565368653,0.05609314702463737,0.05423261445466404,-2.962715539764798,13.119452080452158,0.07611896174799473,144.6,7.0
-32.1,-2.0,23.0,3.0,23.672327995300293,22.039963150024413,0.05620171883091076,0.05423261445466404,-2.9657234444354983,13.113991527580954,0.0751938433174579,146.2,7.0
-32.1,-2.0,23.0,3.0,23.936501884460448,22.134046745300292,0.05620171883091076,0.05423261445466404,-2.974545094695309,13.104434535222845,0.07429814902556256,148.2,7.0
-32.1,-2.0,23.0,3.0,23.936501884460448,22.28765754699707,0.05620171883091076,0.05423261445466404,-2.9933057413496487,13.096006301991071,0.07348719497243787,150.5,7.0
-32.0,-2.1,23.0,3.0,24.003396797180176,22.441268348693846,0.05620171883091076,0.05434478191017276,-2.992646669060724,13.083964650895501,0.07401232452281954,153.1,7.0
-32.1,-2.1,23.0,3.0,24.06893119812012,22.334375953674318,0.055988667573672754,0.05414149735249365,-3.0031602927821313,13.078225982398655,0.07413190281453316,155.9,7.0
-32.1,-2.1,23.0,3.0,24.134465599060057,22.295255279541017,0.055775616316434753,0.05414149735249365,-3.016182277968632,13.079619886825967,0.07400159766921496,159.0,7.0
-32.1,-2.1,23.0,3.0,24.134465599060057,22.240504455566406,0.05556256505919675,0.05425366480800238,-3.0221070349080046,13.072123336667227,0.07318729809882324,161.9,7.0
-32.1,-2.1,23.0,3.0,24.01596622467041,22.262642669677735,0.05534951380195876,0.05436583226351109,-3.0080330267565705,13.059026836768563,0.07264072819074188,164.7,7.0
-32.0,-2.1,23.0,3.0,23.9593656539917,22.388242340087892,0.05534951380195876,0.0542696448977009,-3.0000436148196488,13.063920755762144,0.07255710372527777,168.0,7.0
-31.9,-2.1,23.0,3.0,24.024900054931642,22.41625347137451,0.05534951380195876,0.0541734575318907,-2.9788748659343267,13.071863741477069,0.07182373437025481,171.2,7.0
-31.9,-2.1,23.0,3.0,24.024900054931642,22.444264602661132,0.05513646254472075,0.05407727016608049,-2.9611649387484116,13.072182207995883,0.07137246469477988,174.3,7.0
-31.9,-2.1,23.0,3.0,23.92490005493164,22.350181007385252,0.05502789073844736,0.05407727016608049,-2.9661387553302925,13.070770220570106,0.0712191739643224,177.1,7.0
-31.9,-2.2,23.0,3.0,23.92490005493164,22.12065029144287,0.05502789073844736,0.05418943762158922,-2.9704568671700162,13.069236328166747,0.07119438883800602,179.6,7.0
-31.8,-2.2,23.0,3.1,23.72490005493164,22.09263916015625,0.05513237018941197,0.05407727016608049,-2.9837601129844247,13.070672658763963,0.0703791002841926,181.8,7.0
-31.7,-2.2,23.1,3.1,23.560726165771484,22.19953155517578,0.05513237018941197,0.05439272217926833,-2.97623342543538,13.074758515203186,0.06936434388913314,183.8,7.0
-31.7,-2.2,23.2,3.1,23.396552276611327,22.12607345581055,0.05513237018941197,0.05451322311697075,-2.9676894182621503,13.057775327411624,0.06817431318633457,185.5,7.0
-31.6,-2.3,23.2,3.1,23.331017875671385,22.180824279785156,0.05534542144664998,0.05451322311697075,-2.98300141678721,13.037708635944933,0.06806744289122732,188.0,7.0
-31.5,-2.4,23.2,3.1,23.392916870117187,22.158686065673827,0.05556299276393815,0.05451322311697075,-3.015668794655839,13.01545399549804,0.06826314621171028,190.8,7.0
-31.5,-2.5,23.3,3.1,23.449517440795898,22.0517936706543,0.055680604690311865,0.054721577938289676,-3.0457471272368375,12.99974434255719,0.06767621532711003,193.2,7.0
-31.6,-2.6,23.4,3.1,23.383983039855956,21.89818286895752,0.05546755343307386,0.0549299327596086,-3.0636816452894218,12.97468226508085,0.06737501091980502,195.6,7.0
-31.6,-2.6,23.5,3.1,23.283983039855958,21.74457206726074,0.05557203288403847,0.05513828758092752,-3.066991930021149,12.958303280434995,0.06688492933500909,198.0,7.0
-31.5,-2.7,23.6,3.1,23.218448638916016,21.70545139312744,0.055680604690311865,0.05525045503643624,-3.051949845047916,12.942456908429822,0.06702902675336475,200.7,7.0
-31.4,-2.7,23.7,3.1,23.118448638916014,21.80007858276367,0.055789176496585255,0.05515028444926369,-3.057197160712633,12.92055690375567,0.06713025925637615,203.8,7.0
-31.4,-2.7,23.7,3.0,23.218448638916016,21.696617126464844,0.055789176496585255,0.05506181458670516,-3.0615741931174467,12.895016555496003,0.06650880679391862,207.3,7.0
-31.3,-2.8,23.7,3.0,23.28262252807617,21.696617126464844,0.05589365594754987,0.05476062491163217,-3.0651885655992857,12.869644356955622,0.06680366147956501,211.0,7.0
-31.2,-2.9,23.6,3.0,23.446796417236328,21.696617126464844,0.05589365594754987,0.05454393660811955,-3.0843343660531213,12.85457648443096,0.06677054513149198,215.0,7.0
-31.2,-2.9,23.6,3.0,23.446796417236328,21.641866302490236,0.05601126787392359,0.054343299290052306,-3.0761261938754205,12.852933065268738,0.06646258369617722,218.2,7.0
-31.2,-2.8,23.7,3.0,23.437862396240234,21.587115478515624,0.05600674781387342,0.0542471533212814,-3.081432454161025,12.838816109345194,0.06582228911271462,221.1,7.1
-31.1,-2.7,23.6,3.0,23.372327995300292,21.694007873535156,0.0558891358874997,0.054046516003214154,-3.057464553008253,12.823645586891875,0.06563313251879051,223.9,7.2
-30.9,-2.6,23.5,3.1,23.372327995300292,21.819607543945313,0.05621979907111143,0.05384587868514691,-3.060966551297899,12.830244508103576,0.06615359180703413,226.8,7.4
-30.7,-2.7,23.4,3.2,23.40679359436035,21.94520721435547,0.05633289093743497,0.05364524136707967,-3.082770578203157,12.821141935980467,0.0660380202028635,229.9,7.6
-30.7,-2.6,23.4,3.3,23.415727615356445,22.052099609375,0.05622431913116159,0.05354107283965844,-3.0970155384711053,12.817142424921741,0.06520848922269298,232.8,7.8
-30.7,-2.6,23.4,3.4,23.515727615356447,22.078641510009767,0.0561157473248882,0.05352907597132228,-3.09002165065312,12.856871076886046,0.06492297888643397,235.6,8.0
-30.7,-2.6,23.5,3.4,23.515727615356447,22.114331245422363,0.05634193105753531,0.0536175458338808,-3.105177632802069,12.896949678934337,0.06488696423319595,238.3,8.2
-30.7,-2.5,23.5,3.4,23.559127235412596,22.046559524536132,0.05633359757534161,0.05380656805344507,-3.10647178548192,12.933539949291927,0.06442190431291818,241.3,8.4
-30.7,-2.4,23.6,3.4,23.50252685546875,22.130433654785158,0.056329572956939966,0.053902755419255266,-3.110487734936256,12.978595639087121,0.06474324950891105,244.4,8.6
-30.7,-2.3,23.7,3.4,23.511460876464845,22.21430778503418,0.05610338922429285,0.05399122528181379,-3.12157179329004,13.031831988799349,0.06551163041289002,247.2,8.8
-30.7,-2.4,23.7,3.4,23.576995277404784,22.422669410705566,0.05622100115066658,0.05398320272316348,-3.1189083457655475,13.060999214699283,0.06622807213875573,249.8,8.9
-30.7,-2.4,23.9,3.4,23.542529678344728,22.326193046569824,0.056112429344393186,0.053882650366157726,-3.0931417489432365,13.085031944568058,0.06574401397744244,252.2,9.0
-30.8,-2.5,24.0,3.3,23.50806407928467,22.14584255218506,0.05588624561174608,0.05408328768422497,-3.0688207264064866,13.082548804629145,0.0659862663793474,254.3,9.0
-30.8,-2.5,24.1,3.2,23.50806407928467,21.965492057800294,0.05588624561174608,0.05418375441511965,-3.054513701012696,13.07807933627054,0.06642577948847853,256.7,9.0
-30.7,-2.6,24.1,3.1,23.564664459228517,21.78514156341553,0.05588624561174608,0.054187752355368324,-3.0555047300800924,13.06856720157889,0.06695841941827754,259.3,9.0
-30.6,-2.6,24.1,3.0,23.499130058288575,21.685141563415527,0.05599481741801946,0.054199749223704484,-3.061379008566025,13.042291601686255,0.06761938464609452,261.9,9.0
-30.6,-2.6,24.2,3.0,23.433595657348633,21.572562789916994,0.05566415423440774,0.05411127936114597,-3.0386085767039654,13.003802529950551,0.06789772356175369,264.5,9.0
-30.6,-2.7,24.2,3.1,23.42466163635254,21.459984016418456,0.05567248771660144,0.05402280949858744,-3.0413354572535676,12.968756237161092,0.06816948079472236,266.9,9.0
-30.5,-2.7,24.3,3.2,23.415727615356445,21.376109886169434,0.055889563592241086,0.053934339636028915,-3.0517494987877862,12.914059763693837,0.06850508183200962,269.3,9.0
-30.4,-2.7,24.3,3.2,23.472327995300294,21.267307090759278,0.05599813539851448,0.05394233856411642,-3.0480783896908954,12.86224307238571,0.06790405158309751,272.0,9.0
-30.3,-2.6,24.3,3.2,23.472327995300294,21.132403564453124,0.055880523472140765,0.05383815227021873,-3.0313038174549227,12.845788405363425,0.06704185260656738,274.8,9.0
-30.3,-2.6,24.3,3.2,23.57232799530029,21.132403564453124,0.055880523472140765,0.0539309871239728,-3.064477572586341,12.834645626330527,0.06773488082978771,278.3,9.0
-30.2,-2.5,24.3,3.2,23.672327995300293,21.21627769470215,0.055989095278414155,0.053722632302653874,-3.088378171913061,12.824681833616335,0.06701550337101528,282.4,9.0
-30.2,-2.4,24.3,3.2,23.637862396240234,21.300151824951172,0.055876003412090605,0.053718634362405204,-3.094879988377282,12.822365040962552,0.067416117780395,285.9,8.9
-30.2,-2.3,24.3,3.2,23.57232799530029,21.384025955200194,0.055876003412090605,0.05361045012825884,-3.1040550677940586,12.830044559560324,0.06750160430668237,289.1,8.8
-30.2,-2.3,24.3,3.2,23.57232799530029,21.46790008544922,0.05576743160581721,0.05350226589411248,-3.1021812213598965,12.793943515223184,0.06687361199119526,292.0,8.7
-30.1,-2.3,24.3,3.2,23.57232799530029,21.522650909423827,0.05587191105678182,0.053602732625007164,-3.112202377700389,12.769877109376903,0.06749405106882046,294.6,8.6
-30.1,-2.3,24.4,3.1,23.57232799530029,21.522650909423827,0.05587191105678182,0.053602732625007164,-3.1013904124495237,12.739340378705105,0.06746389829182704,296.9,8.5
-30.1,-2.4,24.4,3.0,23.637862396240234,21.522650909423827,0.055989522983155536,0.053602732625007164,-3.0620026847596318,12.712179327734631,0.06674808195900918,298.8,8.4
-30.1,-2.5,24.5,3.0,23.57232799530029,21.631423568725587,0.055989522983155536,0.05350626383436115,-3.049129865752273,12.692311755665399,0.06763692948955895,300.4,8.3
-30.1,-2.6,24.6,3.0,23.515727615356447,21.55796546936035,0.055989522983155536,0.05351398133761283,-3.033170030545347,12.65372007516444,0.06785200383102467,302.9,8.2
-30.1,-2.6,24.6,3.0,23.4591272354126,21.47409133911133,0.05598118950096185,0.05362619019016083,-3.0068805576735924,12.616266090842894,0.06815191723566293,305.2,8.1
-30.1,-2.6,24.7,3.0,23.393592834472656,21.390217208862303,0.05576011568507353,0.05363390769341251,-2.975011511519076,12.587549590993167,0.06841909723027657,307.4,8.0
-30.1,-2.7,24.8,3.0,23.428058433532716,21.30634307861328,0.05575178220287982,0.05363390769341251,-2.9493520938120925,12.554664942337432,0.06804470351304606,310.0,8.1
-30.1,-2.8,24.9,3.0,23.428058433532716,21.22246894836426,0.05574344872068613,0.053850595996925134,-2.9193407351163208,12.527438173691579,0.0678647391809459,312.7,8.2
-30.1,-2.7,25.0,3.0,23.493592834472658,21.21548385620117,0.05596963245333324,0.053858313500176815,-2.888891318833225,12.521000082197222,0.06717514434446006,315.7,8.3
-30.1,-2.7,25.0,3.0,23.559127235412596,21.160733032226563,0.05619581618598035,0.053966817569543066,-2.8606571466792934,12.510240424609899,0.06647158050705233,318.9,8.4
-30.0,-2.7,25.0,3.0,23.559127235412596,21.234191131591796,0.05630438799225372,0.053959100066291385,-2.8630150203572566,12.499088147490317,0.0663211105448063,322.3,8.5
-30.0,-2.7,25.0,3.0,23.493592834472658,21.307649230957033,0.056186776065880004,0.05405556885693741,-2.8816769904040256,12.4996459999544,0.06702821549562732,326.0,8.6
-30.0,-2.7,25.0,3.0,23.559127235412596,21.29726333618164,0.056186776065880004,0.05405556885693741,-2.8831133141263345,12.48125913332014,0.06658365834920421,329.8,8.7
-30.0,-2.7,24.9,3.0,23.515727615356447,21.370721435546876,0.056186776065880004,0.05416006020623373,-2.889548965208123,12.484806505095534,0.06688884710180062,332.7,8.8
-30.0,-2.7,24.9,3.0,23.472327995300294,21.447610473632814,0.056303681354347115,0.05416006020623373,-2.9157175437093557,12.48782598414667,0.06678063819076382,335.1,8.9
-30.0,-2.7,24.9,3.0,23.537862396240236,21.447610473632814,0.05630767929459577,0.05426052693712842,-2.940826011579509,12.503198069026633,0.0665967530874871,337.0,9.0
-30.0,-2.7,24.9,3.0,23.537862396240236,21.502361297607422,0.05620351076717456,0.05406350578947665,-2.9569240144951783,12.53018798383611,0.06724908684465518,338.4,9.0
-30.1,-2.7,24.8,3.0,23.537862396240236,21.602361297607423,0.056211844249368245,0.054172077595750046,-2.9554944003800414,12.542132993989759,0.0671541934368306,339.6,9.0
-30.2,-2.8,24.8,3.0,23.437862396240234,21.70582275390625,0.05609423232299453,0.05438104839601099,-2.9788274312385354,12.560649549475178,0.0680295646568374,340.6,9.0
-30.2,-2.8,24.7,3.0,23.337862396240233,21.914184379577637,0.05586804859034742,0.05426854638639607,-3.006033479426263,12.579699332536416,0.0683987489810878,342.2,9.0
-30.1,-2.8,24.7,3.0,23.239222908020018,22.02035274505615,0.05586804859034742,0.05427626388964775,-3.013539871482103,12.5870882979963,0.06849833685336852,344.2,8.9
-30.1,-2.8,24.6,3.0,23.204757308959962,22.155256271362305,0.05586804859034742,0.054179795099001726,-3.0058491742563036,12.594603461485438,0.06804852140484183,346.2,8.8
-30.1,-2.7,24.6,3.0,23.049769592285156,22.262148666381837,0.05575947678407402,0.05438876589926267,-3.0157001587537127,12.610428465027892,0.06757852010557011,348.3,8.6
-30.1,-2.6,24.7,3.0,22.99478225708008,22.36904106140137,0.05565090497780063,0.05438876589926267,-3.0431588163827445,12.615622572310041,0.06706777626392299,350.5,8.4
-30.2,-2.7,24.7,3.0,22.99478225708008,22.472502517700196,0.05565090497780063,0.05428427454996634,-3.0568965864533277,12.60087277527995,0.06664917596622368,353.0,8.2
-30.2,-2.8,24.7,3.0,22.894782257080077,22.65285301208496,0.05586798085344028,0.05428027660971767,-3.0488778356922306,12.571550399692715,0.06573018511937531,355.9,8.0
-30.2,-2.8,24.7,3.0,22.860316658020018,22.69810218811035,0.0560890546693286,0.054477297757369425,-3.0823504694261,12.524225974257998,0.06433723713664898,359.1,7.8
-30.1,-2.8,24.8,3.0,22.825851058959962,22.778452682495118,0.0560807211871349,0.05425622394148111,-3.111965072719372,12.490126266166639,0.06315179598533048,362.5,7.6
-30.0,-2.8,24.8,3.0,22.825851058959962,22.69810218811035,0.0559721493808615,0.0541517444905165,-3.1208225575801967,12.447998846627744,0.062071835637365014,366.0,7.4
-30.0,-2.8,24.9,3.0,22.825851058959962,22.589740562438966,0.0560807211871349,0.0541517444905165,-3.1177671235482354,12.413272164846132,0.06080708624083224,368.9,7.2
-30.1,-2.8,24.9,3.0,22.890024948120118,22.510114097595213,0.0560807211871349,0.054248213281162506,-3.117542129390116,12.388533057878416,0.05930590032765785,371.4,7.1
