R hor pupil dist,R ver pupil dist,L hor pupil dist,L ver pupil dist,R iris cam dist,L iris cam dist,x head angle,y head angle,z head angle,Mouse x,Mouse y
-24.960174560546875,0.8773899078369141,17.050399780273438,1.6350746154785156,0.07856742013183861,0.0856336564479453,2.429159059088153,16.939914525064747,-0.30811031419443186,62,180
-25.53760528564453,0.2760028839111328,16.3848876953125,1.9324207305908203,0.08304547985373997,0.09407208683835973,2.348598619141353,16.338375867498694,-0.3231731162623465,62,180
-26.64203643798828,0.3971099853515625,16.47296905517578,1.4893627166748047,0.08074440971359528,0.08304547985373997,2.223369979295883,16.4156683677633,-0.3370324490840313,62,180
-26.872844696044922,0.4119586944580078,16.53461456298828,1.3162708282470703,0.08318903308077029,0.08838834764831843,1.9135173881868692,16.184579250185102,-0.3407585843479973,61,180
-27.322006225585938,1.0025882720947266,16.406173706054688,1.4794921875,0.08074440971359528,0.09114169150001479,2.0791888336154014,15.986917231625721,-0.3517849429989517,61,180
-26.266231536865234,1.2276363372802734,16.510238647460938,1.433858871459961,0.08074440971359528,0.08838834764831843,1.990542977419789,15.645773381330539,-0.33490401860764346,61,180
-26.150436401367188,1.1580276489257812,16.523818969726562,1.6094970703125,0.08304547985373997,0.0856336564479453,2.0780164682871516,15.569802743374735,-0.3371421675828795,61,180
-26.79830551147461,1.0229301452636719,17.047042846679688,1.5459537506103516,0.07856742013183861,0.0856336564479453,1.99582923076093,15.812939037170118,-0.36411568383325293,69,180
-26.290874481201172,1.446676254272461,16.9512939453125,1.4598655700683594,0.07856742013183861,0.08074440971359528,2.089277397839283,15.463051672650087,-0.35601192035693774,124,180
-26.135940551757812,0.9570121765136719,17.435226440429688,1.5093326568603516,0.07844608157118971,0.08074440971359528,1.9914291251723313,15.544850735773181,-0.35607268128173436,211,180
-25.93069076538086,1.2787628173828125,17.155227661132812,1.5735626220703125,0.07856742013183861,0.08304547985373997,1.7082545113211483,15.184523630115708,-0.3600648239253787,347,180
-26.638336181640625,0.7571125030517578,17.307777404785156,1.5627479553222656,0.07443229275647868,0.07856742013183861,1.9427733106008134,15.24743575503419,-0.3759495950198049,429,184
-27.37781524658203,0.8847999572753906,17.292137145996094,1.8193531036376953,0.07432941462471664,0.07856742013183861,1.8061380023118991,15.259099215847916,-0.38896617482544704,491,190
-26.346073150634766,0.9127235412597656,17.677879333496094,1.3512897491455078,0.07071067811865475,0.08304547985373997,2.0937956052862043,14.490540785913607,-0.3768857103156384,581,202
-24.241390228271484,0.5185604095458984,19.204559326171875,0.9634780883789062,0.0763896827069321,0.08304547985373997,2.1798290443069908,14.240933790725178,-0.3783197512461237,645,207
-20.272808074951172,-0.06998062133789062,19.882965087890625,1.8719959259033203,0.0763896827069321,0.07247490280602528,1.9213944822335725,9.370002148242426,-0.3099003076677749,822,187
-21.257705688476562,-0.06548881530761719,20.143356323242188,1.5891838073730469,0.07443229275647868,0.07856742013183861,2.2043047127572972,9.721601795916365,-0.32840448039658077,822,187
-21.198463439941406,0.19746780395507812,19.927291870117188,1.8693065643310547,0.0763896827069321,0.07432941462471664,2.322393275448719,9.726516605932346,-0.327278946652734,822,186
